"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"South Windsor","0900371390","2013","December","Substance Abuse","Number","DMHAS Admissions",11
"South Windsor","0900371390","2014","January","Substance Abuse","Number","DMHAS Admissions",11
"South Windsor","0900371390","2014","February","Substance Abuse","Number","DMHAS Admissions",9
"South Windsor","0900371390","2014","March","Substance Abuse","Number","DMHAS Admissions",14
"South Windsor","0900371390","2014","April","Substance Abuse","Number","DMHAS Admissions",13
"South Windsor","0900371390","2014","May","Substance Abuse","Number","DMHAS Admissions",14
"South Windsor","0900371390","2014","June","Substance Abuse","Number","DMHAS Admissions",12
"South Windsor","0900371390","2014","July","Substance Abuse","Number","DMHAS Admissions",14
"South Windsor","0900371390","2014","August","Substance Abuse","Number","DMHAS Admissions",7
"South Windsor","0900371390","2014","September","Substance Abuse","Number","DMHAS Admissions",10
"South Windsor","0900371390","2014","October","Substance Abuse","Number","DMHAS Admissions",20
"South Windsor","0900371390","2014","November","Substance Abuse","Number","DMHAS Admissions",11
"South Windsor","0900371390","2014","December","Substance Abuse","Number","DMHAS Admissions",22
"South Windsor","0900371390","2015","January","Substance Abuse","Number","DMHAS Admissions",19
"South Windsor","0900371390","2015","February","Substance Abuse","Number","DMHAS Admissions",15
"South Windsor","0900371390","2015","March","Substance Abuse","Number","DMHAS Admissions",11
"South Windsor","0900371390","2015","April","Substance Abuse","Number","DMHAS Admissions",12
"South Windsor","0900371390","2015","May","Substance Abuse","Number","DMHAS Admissions",14
"South Windsor","0900371390","2015","June","Substance Abuse","Number","DMHAS Admissions",20
"South Windsor","0900371390","2015","July","Substance Abuse","Number","DMHAS Admissions",10
"South Windsor","0900371390","2015","August","Substance Abuse","Number","DMHAS Admissions",12
"South Windsor","0900371390","2015","September","Substance Abuse","Number","DMHAS Admissions",11
"South Windsor","0900371390","2015","October","Substance Abuse","Number","DMHAS Admissions",10
"South Windsor","0900371390","2015","November","Substance Abuse","Number","DMHAS Admissions",16
"South Windsor","0900371390","2015","December","Substance Abuse","Number","DMHAS Admissions",12
"South Windsor","0900371390","2016","January","Substance Abuse","Number","DMHAS Admissions",18
"South Windsor","0900371390","2016","February","Substance Abuse","Number","DMHAS Admissions",17
"South Windsor","0900371390","2016","March","Substance Abuse","Number","DMHAS Admissions",16
"South Windsor","0900371390","2016","April","Substance Abuse","Number","DMHAS Admissions",15
"South Windsor","0900371390","2016","May","Substance Abuse","Number","DMHAS Admissions",20
"South Windsor","0900371390","2016","June","Substance Abuse","Number","DMHAS Admissions",18
"South Windsor","0900371390","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"South Windsor","0900371390","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"South Windsor","0900371390","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"South Windsor","0900371390","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"South Windsor","0900371390","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"South Windsor","0900371390","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sprague","0901171670","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Sprague","0901171670","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2013","July","Substance Abuse","Number","DMHAS Admissions",24
"Stafford","0901372090","2013","August","Substance Abuse","Number","DMHAS Admissions",20
"Stafford","0901372090","2013","September","Substance Abuse","Number","DMHAS Admissions",23
"Stafford","0901372090","2013","October","Substance Abuse","Number","DMHAS Admissions",30
"Stafford","0901372090","2013","November","Substance Abuse","Number","DMHAS Admissions",23
"Stafford","0901372090","2013","December","Substance Abuse","Number","DMHAS Admissions",20
"Stafford","0901372090","2014","January","Substance Abuse","Number","DMHAS Admissions",19
"Stafford","0901372090","2014","February","Substance Abuse","Number","DMHAS Admissions",23
"Stafford","0901372090","2014","March","Substance Abuse","Number","DMHAS Admissions",19
"Stafford","0901372090","2014","April","Substance Abuse","Number","DMHAS Admissions",28
"Stafford","0901372090","2014","May","Substance Abuse","Number","DMHAS Admissions",23
"Stafford","0901372090","2014","June","Substance Abuse","Number","DMHAS Admissions",20
"Stafford","0901372090","2014","July","Substance Abuse","Number","DMHAS Admissions",22
"Stafford","0901372090","2014","August","Substance Abuse","Number","DMHAS Admissions",13
"Stafford","0901372090","2014","September","Substance Abuse","Number","DMHAS Admissions",22
"Stafford","0901372090","2014","October","Substance Abuse","Number","DMHAS Admissions",27
"Stafford","0901372090","2014","November","Substance Abuse","Number","DMHAS Admissions",11
"Stafford","0901372090","2014","December","Substance Abuse","Number","DMHAS Admissions",15
"Stafford","0901372090","2015","January","Substance Abuse","Number","DMHAS Admissions",13
"Stafford","0901372090","2015","February","Substance Abuse","Number","DMHAS Admissions",12
"Stafford","0901372090","2015","March","Substance Abuse","Number","DMHAS Admissions",24
"Stafford","0901372090","2015","April","Substance Abuse","Number","DMHAS Admissions",22
"Stafford","0901372090","2015","May","Substance Abuse","Number","DMHAS Admissions",16
"Stafford","0901372090","2015","June","Substance Abuse","Number","DMHAS Admissions",18
"Stafford","0901372090","2015","July","Substance Abuse","Number","DMHAS Admissions",27
"Stafford","0901372090","2015","August","Substance Abuse","Number","DMHAS Admissions",20
"Stafford","0901372090","2015","September","Substance Abuse","Number","DMHAS Admissions",16
"Stafford","0901372090","2015","October","Substance Abuse","Number","DMHAS Admissions",28
"Stafford","0901372090","2015","November","Substance Abuse","Number","DMHAS Admissions",7
"Stafford","0901372090","2015","December","Substance Abuse","Number","DMHAS Admissions",15
"Stafford","0901372090","2016","January","Substance Abuse","Number","DMHAS Admissions",22
"Stafford","0901372090","2016","February","Substance Abuse","Number","DMHAS Admissions",11
"Stafford","0901372090","2016","March","Substance Abuse","Number","DMHAS Admissions",21
"Stafford","0901372090","2016","April","Substance Abuse","Number","DMHAS Admissions",12
"Stafford","0901372090","2016","May","Substance Abuse","Number","DMHAS Admissions",16
"Stafford","0901372090","2016","June","Substance Abuse","Number","DMHAS Admissions",28
"Stafford","0901372090","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Stafford","0901372090","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2013","July","Substance Abuse","Number","DMHAS Admissions",134
"Stamford","0900173070","2013","August","Substance Abuse","Number","DMHAS Admissions",124
"Stamford","0900173070","2013","September","Substance Abuse","Number","DMHAS Admissions",123
"Stamford","0900173070","2013","October","Substance Abuse","Number","DMHAS Admissions",126
"Stamford","0900173070","2013","November","Substance Abuse","Number","DMHAS Admissions",123
"Stamford","0900173070","2013","December","Substance Abuse","Number","DMHAS Admissions",102
"Stamford","0900173070","2014","January","Substance Abuse","Number","DMHAS Admissions",117
"Stamford","0900173070","2014","February","Substance Abuse","Number","DMHAS Admissions",125
"Stamford","0900173070","2014","March","Substance Abuse","Number","DMHAS Admissions",147
"Stamford","0900173070","2014","April","Substance Abuse","Number","DMHAS Admissions",157
"Stamford","0900173070","2014","May","Substance Abuse","Number","DMHAS Admissions",127
"Stamford","0900173070","2014","June","Substance Abuse","Number","DMHAS Admissions",134
"Stamford","0900173070","2014","July","Substance Abuse","Number","DMHAS Admissions",153
"Stamford","0900173070","2014","August","Substance Abuse","Number","DMHAS Admissions",136
"Stamford","0900173070","2014","September","Substance Abuse","Number","DMHAS Admissions",137
"Stamford","0900173070","2014","October","Substance Abuse","Number","DMHAS Admissions",151
"Stamford","0900173070","2014","November","Substance Abuse","Number","DMHAS Admissions",148
"Stamford","0900173070","2014","December","Substance Abuse","Number","DMHAS Admissions",148
"Stamford","0900173070","2015","January","Substance Abuse","Number","DMHAS Admissions",135
"Stamford","0900173070","2015","February","Substance Abuse","Number","DMHAS Admissions",139
"Stamford","0900173070","2015","March","Substance Abuse","Number","DMHAS Admissions",141
"Stamford","0900173070","2015","April","Substance Abuse","Number","DMHAS Admissions",132
"Stamford","0900173070","2015","May","Substance Abuse","Number","DMHAS Admissions",134
"Stamford","0900173070","2015","June","Substance Abuse","Number","DMHAS Admissions",144
"Stamford","0900173070","2015","July","Substance Abuse","Number","DMHAS Admissions",143
"Stamford","0900173070","2015","August","Substance Abuse","Number","DMHAS Admissions",116
"Stamford","0900173070","2015","September","Substance Abuse","Number","DMHAS Admissions",81
"Stamford","0900173070","2015","October","Substance Abuse","Number","DMHAS Admissions",83
"Stamford","0900173070","2015","November","Substance Abuse","Number","DMHAS Admissions",86
"Stamford","0900173070","2015","December","Substance Abuse","Number","DMHAS Admissions",123
"Stamford","0900173070","2016","January","Substance Abuse","Number","DMHAS Admissions",113
"Stamford","0900173070","2016","February","Substance Abuse","Number","DMHAS Admissions",141
"Stamford","0900173070","2016","March","Substance Abuse","Number","DMHAS Admissions",133
"Stamford","0900173070","2016","April","Substance Abuse","Number","DMHAS Admissions",135
"Stamford","0900173070","2016","May","Substance Abuse","Number","DMHAS Admissions",127
"Stamford","0900173070","2016","June","Substance Abuse","Number","DMHAS Admissions",89
"Stamford","0900173070","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Stamford","0900173070","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Sterling","0901573420","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Sterling","0901573420","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2013","July","Substance Abuse","Number","DMHAS Admissions",23
"Stonington","0901173770","2013","August","Substance Abuse","Number","DMHAS Admissions",29
"Stonington","0901173770","2013","September","Substance Abuse","Number","DMHAS Admissions",28
"Stonington","0901173770","2013","October","Substance Abuse","Number","DMHAS Admissions",34
"Stonington","0901173770","2013","November","Substance Abuse","Number","DMHAS Admissions",23
"Stonington","0901173770","2013","December","Substance Abuse","Number","DMHAS Admissions",27
"Stonington","0901173770","2014","January","Substance Abuse","Number","DMHAS Admissions",26
"Stonington","0901173770","2014","February","Substance Abuse","Number","DMHAS Admissions",23
"Stonington","0901173770","2014","March","Substance Abuse","Number","DMHAS Admissions",24
"Stonington","0901173770","2014","April","Substance Abuse","Number","DMHAS Admissions",21
"Stonington","0901173770","2014","May","Substance Abuse","Number","DMHAS Admissions",22
"Stonington","0901173770","2014","June","Substance Abuse","Number","DMHAS Admissions",24
"Stonington","0901173770","2014","July","Substance Abuse","Number","DMHAS Admissions",15
"Stonington","0901173770","2014","August","Substance Abuse","Number","DMHAS Admissions",24
"Stonington","0901173770","2014","September","Substance Abuse","Number","DMHAS Admissions",34
"Stonington","0901173770","2014","October","Substance Abuse","Number","DMHAS Admissions",21
"Stonington","0901173770","2014","November","Substance Abuse","Number","DMHAS Admissions",22
"Stonington","0901173770","2014","December","Substance Abuse","Number","DMHAS Admissions",14
"Stonington","0901173770","2015","January","Substance Abuse","Number","DMHAS Admissions",29
"Stonington","0901173770","2015","February","Substance Abuse","Number","DMHAS Admissions",26
"Stonington","0901173770","2015","March","Substance Abuse","Number","DMHAS Admissions",29
"Stonington","0901173770","2015","April","Substance Abuse","Number","DMHAS Admissions",28
"Stonington","0901173770","2015","May","Substance Abuse","Number","DMHAS Admissions",25
"Stonington","0901173770","2015","June","Substance Abuse","Number","DMHAS Admissions",18
"Stonington","0901173770","2015","July","Substance Abuse","Number","DMHAS Admissions",28
"Stonington","0901173770","2015","August","Substance Abuse","Number","DMHAS Admissions",21
"Stonington","0901173770","2015","September","Substance Abuse","Number","DMHAS Admissions",29
"Stonington","0901173770","2015","October","Substance Abuse","Number","DMHAS Admissions",26
"Stonington","0901173770","2015","November","Substance Abuse","Number","DMHAS Admissions",28
"Stonington","0901173770","2015","December","Substance Abuse","Number","DMHAS Admissions",28
"Stonington","0901173770","2016","January","Substance Abuse","Number","DMHAS Admissions",23
"Stonington","0901173770","2016","February","Substance Abuse","Number","DMHAS Admissions",22
"Stonington","0901173770","2016","March","Substance Abuse","Number","DMHAS Admissions",24
"Stonington","0901173770","2016","April","Substance Abuse","Number","DMHAS Admissions",19
"Stonington","0901173770","2016","May","Substance Abuse","Number","DMHAS Admissions",22
"Stonington","0901173770","2016","June","Substance Abuse","Number","DMHAS Admissions",30
"Stonington","0901173770","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Stonington","0901173770","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2013","July","Substance Abuse","Number","DMHAS Admissions",73
"Stratford","0900174190","2013","August","Substance Abuse","Number","DMHAS Admissions",69
"Stratford","0900174190","2013","September","Substance Abuse","Number","DMHAS Admissions",68
"Stratford","0900174190","2013","October","Substance Abuse","Number","DMHAS Admissions",68
"Stratford","0900174190","2013","November","Substance Abuse","Number","DMHAS Admissions",65
"Stratford","0900174190","2013","December","Substance Abuse","Number","DMHAS Admissions",53
"Stratford","0900174190","2014","January","Substance Abuse","Number","DMHAS Admissions",62
"Stratford","0900174190","2014","February","Substance Abuse","Number","DMHAS Admissions",67
"Stratford","0900174190","2014","March","Substance Abuse","Number","DMHAS Admissions",67
"Stratford","0900174190","2014","April","Substance Abuse","Number","DMHAS Admissions",63
"Stratford","0900174190","2014","May","Substance Abuse","Number","DMHAS Admissions",82
"Stratford","0900174190","2014","June","Substance Abuse","Number","DMHAS Admissions",77
"Stratford","0900174190","2014","July","Substance Abuse","Number","DMHAS Admissions",79
"Stratford","0900174190","2014","August","Substance Abuse","Number","DMHAS Admissions",59
"Stratford","0900174190","2014","September","Substance Abuse","Number","DMHAS Admissions",72
"Stratford","0900174190","2014","October","Substance Abuse","Number","DMHAS Admissions",78
"Stratford","0900174190","2014","November","Substance Abuse","Number","DMHAS Admissions",69
"Stratford","0900174190","2014","December","Substance Abuse","Number","DMHAS Admissions",70
"Stratford","0900174190","2015","January","Substance Abuse","Number","DMHAS Admissions",72
"Stratford","0900174190","2015","February","Substance Abuse","Number","DMHAS Admissions",64
"Stratford","0900174190","2015","March","Substance Abuse","Number","DMHAS Admissions",67
"Stratford","0900174190","2015","April","Substance Abuse","Number","DMHAS Admissions",83
"Stratford","0900174190","2015","May","Substance Abuse","Number","DMHAS Admissions",71
"Stratford","0900174190","2015","June","Substance Abuse","Number","DMHAS Admissions",76
"Stratford","0900174190","2015","July","Substance Abuse","Number","DMHAS Admissions",79
"Stratford","0900174190","2015","August","Substance Abuse","Number","DMHAS Admissions",61
"Stratford","0900174190","2015","September","Substance Abuse","Number","DMHAS Admissions",69
"Stratford","0900174190","2015","October","Substance Abuse","Number","DMHAS Admissions",62
"Stratford","0900174190","2015","November","Substance Abuse","Number","DMHAS Admissions",66
"Stratford","0900174190","2015","December","Substance Abuse","Number","DMHAS Admissions",57
"Stratford","0900174190","2016","January","Substance Abuse","Number","DMHAS Admissions",59
"Stratford","0900174190","2016","February","Substance Abuse","Number","DMHAS Admissions",64
"Stratford","0900174190","2016","March","Substance Abuse","Number","DMHAS Admissions",65
"Stratford","0900174190","2016","April","Substance Abuse","Number","DMHAS Admissions",61
"Stratford","0900174190","2016","May","Substance Abuse","Number","DMHAS Admissions",45
"Stratford","0900174190","2016","June","Substance Abuse","Number","DMHAS Admissions",67
"Stratford","0900174190","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Stratford","0900174190","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2013","July","Substance Abuse","Number","DMHAS Admissions",13
"Suffield","0900374540","2013","August","Substance Abuse","Number","DMHAS Admissions",11
"Suffield","0900374540","2013","September","Substance Abuse","Number","DMHAS Admissions",9
"Suffield","0900374540","2013","October","Substance Abuse","Number","DMHAS Admissions",11
"Suffield","0900374540","2013","November","Substance Abuse","Number","DMHAS Admissions",6
"Suffield","0900374540","2013","December","Substance Abuse","Number","DMHAS Admissions",12
"Suffield","0900374540","2014","January","Substance Abuse","Number","DMHAS Admissions",14
"Suffield","0900374540","2014","February","Substance Abuse","Number","DMHAS Admissions",11
"Suffield","0900374540","2014","March","Substance Abuse","Number","DMHAS Admissions",8
"Suffield","0900374540","2014","April","Substance Abuse","Number","DMHAS Admissions",11
"Suffield","0900374540","2014","May","Substance Abuse","Number","DMHAS Admissions",12
"Suffield","0900374540","2014","June","Substance Abuse","Number","DMHAS Admissions",7
"Suffield","0900374540","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
